mind a 4 egyenlő-e,huspacy sima pos,huspacy tag (detailed pos),huspacy em ud tag,emagyar pos,huspacy token,emagyar token
False,|PROPN|,|PROPN|,|[]|,|NOUN|,ELNÖK,ELNÖK
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|ADV|,|egyrészt|,|egyrészt|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|DET|,|DET|,|[]|,|PRON|,|Ebben|,|Ebben|
False,|DET|,|PRON|,|[]|,|PRON|,|ebben|,|ebben|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|VERB|,|ADJ|,|VERB|,|ADJ|,|említett|,|említett|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|Tehát|,|Tehát|
False,|ADV|,|ADV|,|[]|,|ADJ|,|jól|,|jól|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|De|,|De|
False,|DET|,|DET|,|DET|,|PRON|,|az|,|az|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|pedig|,|pedig|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|CCONJ|,|CCONJ|,|CCONJ|,|PRON|,|Mind|,|Mind|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|DET|,|PRON|,|[]|,|PRON|,|ebben|,|ebben|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|illetve|,|illetve|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|pedig|,|pedig|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|ADJ|,|NOUN|,|ADJ|,|képviselő|,|képviselő|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Kereszténydemokrata|,|Kereszténydemokrata|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Néppárt|,|Néppárt|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|Miként|,|Miként|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|Kormány|,|Kormány|
False,|NOUN|,|ADJ|,|NOUN|,|ADJ|,|frakcióvezető|,|frakcióvezető|
False,|NOUN|,|ADJ|,|NOUN|,|ADJ|,|képviselő|,|képviselő|
False,|PROPN|,|PROPN|,|[]|,|NUM|,|16.00|,|16.00|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Államtitkár|,|Államtitkár|
False,|ADV|,|ADV|,|[]|,|PRON|,|Amikor|,|Amikor|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADJ|,|PRON|,|[]|,|NUM|,|mindannyian|,|mindannyian|
False,|NOUN|,|PRON|,|[]|,|PRON|,|azokra|,|azokra|
False,|ADV|,|ADV|,|[]|,|PRON|,|Azóta|,|Azóta|
False,|NUM|,|DET|,|NUM|,|NUM|,|számtalan|,|számtalan|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|NOUN|,|NOUN|,|[]|,|NUM|,|néhányra|,|néhányra|
False,|PRON|,|PRON|,|[]|,|NUM|,|mindannyian|,|mindannyian|
False,|DET|,|DET|,|[]|,|NUM|,|többek|,|többek|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|AUX|,|AUX|,|[]|,|VERB|,|fog|,|fog|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADJ|,|ADJ|,|ADJ|,|VERB|,|bekövetkezett|,|bekövetkezett|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|DET|,|DET|,|[]|,|NUM|,|sok|,|sok|
False,|PRON|,|PRON|,|[]|,|NOUN|,|mindez|,|mindez|
False,|ADV|,|DET|,|ADV|,|ADV|,|mind|,|mind|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|Európára|,|Európára|
False,|CCONJ|,|CCONJ|,|CCONJ|,|PRON|,|mind|,|mind|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|Tehát|,|Tehát|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|hogyan|,|hogyan|
False,|DET|,|PRON|,|[]|,|PRON|,|azt|,|azt|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Kereszténydemokrata|,|Kereszténydemokrata|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Néppárt|,|Néppárt|
False,|NOUN|,|NOUN|,|NOUN|,|ADP|,|részéről|,|részéről|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|mégis|,|mégis|
False,|ADV|,|ADV|,|[]|,|PRON|,|hogyan|,|hogyan|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hiszen|,|hiszen|
False,|ADJ|,|PRON|,|[]|,|PRON|,|olyan|,|olyan|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|PRON|,|ezért|,|ezért|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hanem|,|hanem|
False,|ADV|,|ADV|,|[]|,|CONJ|,|Ezért|,|Ezért|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|ADJ|,|NOUN|,|NOUN|,|frakcióvezető|,|frakcióvezető|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Dr.|,|Dr.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Vinnai|,|Vinnai|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel.|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Frakcióvezető|,|Frakcióvezető|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Úr|,|Úr|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ahogy|,|Ahogy|
False,|NOUN|,|ADV|,|NOUN|,|NOUN|,|otthon|,|otthon|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|VERB|,|AUX|,|VERB|,|VERB|,|legyen|,|legyen|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Alaptörvényünkben|,|Alaptörvényünkben|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Hiszékeny|,|Hiszékeny|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel.|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Frakcióvezető|,|Frakcióvezető|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Úr|,|Úr|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ahogy|,|Ahogy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|DET|,|DET|,|[]|,|PRON|,|ezekből|,|ezekből|
False,|ADV|,|ADV|,|[]|,|CONJ|,|Ezért|,|Ezért|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|ADV|,|NUM|,|félszer|,|félszer|
False,|DET|,|DET|,|[]|,|ADV|,|többet|,|többet|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|pedig|,|pedig|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|NOUN|,|NOUN|,|NOUN|,|VERB|,|nő|,|nő|
False,|DET|,|DET|,|[]|,|NUM|,|több|,|több|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|AUX|,|AUX|,|[]|,|VERB|,|lesz|,|lesz|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|vagy|,|vagy|
False,|ADV|,|ADV|,|[]|,|ADV|,|legjobban|,|legjobban|
False,|ADV|,|ADV|,|[]|,|ADV|,|legjobban|,|legjobban|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unióban|,|Unióban|
False,|DET|,|DET|,|[]|,|NUM|,|több|,|több|
False,|DET|,|DET|,|[]|,|NUM|,|több|,|több|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|DET|,|DET|,|[]|,|NUM|,|többen|,|többen|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|azonban|,|azonban|
False,|ADV|,|ADV|,|[]|,|PRON|,|Azért|,|Azért|
False,|VERB|,|AUX|,|VERB|,|VERB|,|fogunk|,|fogunk|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|ugyanis|,|ugyanis|
False,|NOUN|,|ADJ|,|NOUN|,|NOUN|,|jövő|,|jövő|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|ADJ|,|NOUN|,|ADJ|,|frakcióvezető|,|frakcióvezető|
False,|SCONJ|,|VERB|,|[]|,|VERB|,|elfogadjae|,|elfogadjae|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|Számunkra|,|Számunkra|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|NUM|,|DET|,|NUM|,|NUM|,|többen|,|többen|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|NOUN|,|PROPN|,|[]|,|PROPN|,|Fidesz-KDNP-kormányra|,|Fidesz-KDNP-kormányra|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|ilyen|,|ilyen|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|ADV|,|egyrészt|,|egyrészt|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rezsivédelmi|,|Rezsivédelmi|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|Alappal|,|Alappal|
False,|ADV|,|ADV|,|[]|,|ADV|,|másrészt|,|másrészt|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Honvédelmi|,|Honvédelmi|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|Alappal|,|Alappal|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|ugyanakkor|,|ugyanakkor|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|pedig|,|pedig|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|ADJ|,|NOUN|,|NOUN|,|frakcióvezető|,|frakcióvezető|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|tehát|,|tehát|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Vadai|,|Vadai|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|Hogyan|,|Hogyan|
False,|DET|,|PRON|,|[]|,|PRON|,|ezt|,|ezt|
False,|CCONJ|,|ADV|,|CCONJ|,|CONJ|,|ezért|,|ezért|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|képviselő|,|képviselő|
False,|SCONJ|,|VERB|,|[]|,|VERB|,|elfogadjae|,|elfogadjae|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|vagy|,|vagy|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|Sem|,|Sem|
False,|NOUN|,|PRON|,|NOUN|,|PRON|,|magunkat|,|magunkat|
False,|CCONJ|,|CCONJ|,|CCONJ|,|ADV|,|sem|,|sem|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|sem|,|sem|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|úgyhogy|,|úgyhogy|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|Meddig|,|Meddig|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Miniszterelnök|,|Miniszterelnök|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Úr|,|Úr|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|NUM|,|DET|,|NUM|,|NUM|,|mindkét|,|mindkét|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|képviselő|,|képviselő|
False,|VERB|,|VERB|,|[]|,|VERB|,|elfogadjáke|,|elfogadjáke|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|vagy|,|vagy|
False,|PRON|,|PRON|,|[]|,|ADP|,|köztük|,|köztük|
False,|NOUN|,|PROPN|,|NOUN|,|NOUN|,|Jelzésre|,|Jelzésre|
False,|ADV|,|ADV|,|[]|,|PRON|,|Akkor|,|Akkor|
False,|PROPN|,|NUM|,|[]|,|NUM|,|16.10|,|16.10|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Z.|,|Z.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Kárpát|,|Kárpát|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|képviselői|,|képviselői|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Miniszterelnök|,|Miniszterelnök|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Z.|,|Z.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Kárpát|,|Kárpát|
False,|ADJ|,|ADJ|,|[]|,|VERB|,|elfogadjáke|,|elfogadjáke|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|vagy|,|vagy|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|NOUN|,|ADJ|,|NOUN|,|NOUN|,|lógóst|,|lógóst|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Moraj|,|Moraj|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rétvári|,|Rétvári|
False,|PROPN|,|PRON|,|PROPN|,|PRON|,|Te|,|Te|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|PRON|,|PRON|,|[]|,|ADP|,|köztük|,|köztük|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|És|,|És|
False,|ADV|,|ADV|,|[]|,|PRON|,|hol|,|hol|
False,|VERB|,|NUM|,|[]|,|NOUN|,|Há|,|Há|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|ADJ|,|NOUN|,|[]|,|VERB|,|mé|,|mé|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Koloman|,|Koloman|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Miniszter|,|Miniszter|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Navracsics|,|Navracsics|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|Tehát|,|Tehát|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|öné|,|öné|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Koloman|,|Koloman|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|képviselő|,|képviselő|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|KOLOMAN|,|KOLOMAN|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Miniszter|,|Miniszter|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Úr|,|Úr|
False,|NOUN|,|PRON|,|NOUN|,|NOUN|,|Mindannyiunk|,|Mindannyiunk|
False,|DET|,|DET|,|[]|,|PRON|,|ebben|,|ebben|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|VERB|,|NOUN|,|VERB|,|NOUN|,|jussuk|,|jussuk|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|semmilyen|,|semmilyen|
False,|PRON|,|PRON|,|[]|,|ADP|,|közöttünk|,|közöttünk|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|öntől|,|öntől|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unióval|,|Unióval|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|DET|,|DET|,|DET|,|PRON|,|az|,|az|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|DET|,|DET|,|DET|,|PRON|,|az|,|az|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rétvári|,|Rétvári|
False,|PROPN|,|NOUN|,|[]|,|NOUN|,|Álláspont|,|Álláspont|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|ADV|,|hamarabb|,|hamarabb|
False,|DET|,|PRON|,|[]|,|PRON|,|ebben|,|ebben|
False,|ADV|,|ADV|,|[]|,|PRON|,|Itt|,|Itt|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|NUM|,|többek|,|többek|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezúttal|,|ezúttal|
False,|NOUN|,|NOUN|,|[]|,|NOUN|,|túlhatalom|,|túlhatalom|
False,|AUX|,|AUX|,|[]|,|VERB|,|lesz|,|lesz|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|Tehát|,|Tehát|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADV|,|ADV|,|[]|,|ADJ|,|jól|,|jól|
False,|VERB|,|VERB|,|[]|,|VERB|,|értjüke|,|értjüke|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ügyészségbe|,|Ügyészségbe|
False,|ADV|,|ADV|,|[]|,|ADJ|,|Jól|,|Jól|
False,|VERB|,|VERB|,|[]|,|VERB|,|értjüke|,|értjüke|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Médiatanácsba|,|Médiatanácsba|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unió|,|Unió|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|ADV|,|mindig|,|mindig|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|tehát|,|tehát|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|hajlandóake|,|hajlandóake|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|mégpedig|,|mégpedig|
False,|ADJ|,|ADV|,|[]|,|PRON|,|olyan|,|olyan|
False,|PRON|,|PRON|,|[]|,|NOUN|,|más|,|más|
False,|ADV|,|ADV|,|[]|,|PRON|,|úgy|,|úgy|
False,|PRON|,|PRON|,|[]|,|ADJ|,|egyik|,|egyik|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|ezért|,|ezért|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Navracsics|,|Navracsics|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|NAVRACSICS|,|NAVRACSICS|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Képviselőtársam|,|Képviselőtársam|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|És|,|És|
False,|PART|,|PART|,|PART|,|CONJ|,|meg|,|meg|
False,|ADV|,|ADV|,|[]|,|PRON|,|azért|,|azért|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|PRON|,|PRON|,|[]|,|ADV|,|ugyanezen|,|ugyanezen|
False,|ADV|,|ADV|,|[]|,|PRON|,|azért|,|azért|
False,|ADV|,|ADV|,|[]|,|PRON|,|miért|,|miért|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unióból|,|Unióból|
