huspacy_emm == emagyar,huspacy_ud,huspacy_emm,emagyar,huspacy token,emagyar token
False,|None|,|None|,|[/N|Pro][Nom]|,|más|,|más|
False,|None|,|None|,|[/V][Sbjv.NDef.3Sg]|,|legyen|,|legyen|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|ilyen|,|ilyen|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|ilyen|,|ilyen|
False,|None|,|None|,|[/Adv]|,|előre|,|előre|
False,|None|,|None|,|[/Adj][Pl][Nom]|,|megkérdezettek|,|megkérdezettek|
False,|None|,|None|,|[/Adv|Pro]|,|ezáltal|,|ezáltal|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|másik|,|másik|
False,|None|,|None|,|[/Prev]|,|fel|,|fel|
False,|None|,|None|,|[/Adj][Nom]|,|Egyesült|,|Egyesült|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Ine]|,|Unióban|,|Unióban|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahogy|,|ahogy|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/V][Sbjv.Def.3Sg]|,|lője|,|lője|
False,|None|,|None|,|[/Adv|Pro]|,|aztán|,|aztán|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|majd|,|majd|
False,|None|,|None|,|[/Adj][Nom]|,|Egyesült|,|Egyesült|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|így|,|így|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|így|,|így|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|aztán|,|aztán|
False,|None|,|None|,|[/Det|Pro][Cau]|,|azért|,|azért|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/N]|,|Csárdi|,|Csárdi|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|elfogadjae|,|elfogadjae|
False,|None|,|None|,|[/N][Nom]|,|CSÁRDI|,|CSÁRDI|
False,|None|,|None|,|[/N][Nom]|,|LMP|,|LMP|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|Ahogy|,|Ahogy|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahogyan|,|ahogyan|
False,|None|,|None|,|[/Adv]|,|gyakorlatilag|,|gyakorlatilag|
False,|None|,|None|,|[/Det|Pro][Ine]|,|ebben|,|ebben|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Prev]|,|le|,|le|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|Önök|,|Önök|
False,|None|,|None|,|[/Num|Digit][Nom]|,|15.50|,|15.50|
False,|None|,|None|,|[/Det|Pro][Nom]|,|Ez|,|Ez|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/N|Pro|Int][Del]|,|miről|,|miről|
False,|None|,|None|,|[/Prev]|,|le|,|le|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Det|Pro][Nom]|,|Ugyanez|,|Ugyanez|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Adv]|,|gyakorlatilag|,|gyakorlatilag|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|míg|,|míg|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/N][Nom]|,|CSÁRDI|,|CSÁRDI|
False,|None|,|None|,|[/N][Nom]|,|LMP|,|LMP|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|LMP|,|LMP|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/N][Nom]|,|Csárdi|,|Csárdi|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N][Nom]|,|Miniszter|,|Miniszter|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Prev]|,|fel|,|fel|
False,|None|,|None|,|[/N][Poss.1Pl][Subl]|,|hazánkra|,|hazánkra|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Adj][Dat]|,|igazoltnak|,|igazoltnak|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahonnan|,|ahonnan|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/Adj][_Manner/Adv]|,|jól|,|jól|
False,|None|,|None|,|[/N|Pro][Nom]|,|Minden|,|Minden|
False,|None|,|None|,|[/Det|Pro][Acc]|,|Ugyanezt|,|Ugyanezt|
False,|None|,|None|,|[/Det|Pro][Pl][Dat]|,|azoknak|,|azoknak|
False,|None|,|None|,|[/N][Nom]|,|no-go|,|no-go|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/Prev]|,|le|,|le|
False,|None|,|None|,|[/Adv]|,|Vajon|,|Vajon|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahogy|,|ahogy|
False,|None|,|None|,|[/Adv|Pro]|,|eddig|,|eddig|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/Adv]|,|ezután|,|ezután|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/N][Nom][Punct]|,|DR.|,|DR.|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Post][3Sg]|,|általa|,|általa|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/V][Prs.NDef.3Sg]|,|fog|,|fog|
False,|None|,|None|,|[/Det|Pro][Nom]|,|ez|,|ez|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/Det|Pro][Ela]|,|ebből|,|ebből|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|miközben|,|miközben|
False,|None|,|None|,|[/Adv]|,|bezárólag|,|bezárólag|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Adj][Poss.3Sg][Subl]|,|duplájára|,|duplájára|
False,|None|,|None|,|[/Det|Pro][Nom]|,|Mindez|,|Mindez|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahogyan|,|ahogyan|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Num][_Mlt-Iter/Adv]|,|kétszázszor|,|kétszázszor|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Num][_Ord/Adj][EssFor:ként]|,|elsőként|,|elsőként|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Ine]|,|Unióban|,|Unióban|
False,|None|,|None|,|[/Prev]|,|fel|,|fel|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Cnj]|,|habár|,|habár|
False,|None|,|None|,|[/Adv|Pro]|,|akkoriban|,|akkoriban|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Det|Pro][Nom]|,|ez|,|ez|
False,|None|,|None|,|[/Adv]|,|nemcsak|,|nemcsak|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/Adv]|,|Mégis|,|Mégis|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Prev]|,|le|,|le|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|többi|,|többi|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/Det|Pro][Acc]|,|ezt|,|ezt|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Abl]|,|Bizottságtól|,|Bizottságtól|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|miközben|,|miközben|
False,|None|,|None|,|[/Post][1Pl]|,|ellenünk|,|ellenünk|
False,|None|,|None|,|[/Adv|Pro]|,|afelől|,|afelől|
False,|None|,|None|,|[/V][Prs.Def.3Sg]|,|fogja|,|fogja|
False,|None|,|None|,|[/Det|Pro][Acc]|,|ezt|,|ezt|
False,|None|,|None|,|[/N][Nom]|,|mindenféle|,|mindenféle|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|bármiféle|,|bármiféle|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|elfogadjae|,|elfogadjae|
False,|None|,|None|,|[/Adv]|,|egyrészt|,|egyrészt|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahogy|,|ahogy|
False,|None|,|None|,|[/Det|Pro][Ine]|,|Ebben|,|Ebben|
False,|None|,|None|,|[/Det|Pro][Ine]|,|ebben|,|ebben|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][_Manner/Adv]|,|jól|,|jól|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahogy|,|ahogy|
False,|None|,|None|,|[/Det|Pro][Ine]|,|ebben|,|ebben|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Nom]|,|Kereszténydemokrata|,|Kereszténydemokrata|
False,|None|,|None|,|[/N][Nom]|,|Néppárt|,|Néppárt|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/Adv|Pro|Int]|,|Miként|,|Miként|
False,|None|,|None|,|[/Num|Digit][Nom]|,|16.00|,|16.00|
False,|None|,|None|,|[/N][Nom][Punct]|,|DR.|,|DR.|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Államtitkár|,|Államtitkár|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|Amikor|,|Amikor|
False,|None|,|None|,|[/N][Nom]|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Num|Pro][_Aggreg/Adv]|,|mindannyian|,|mindannyian|
False,|None|,|None|,|[/Det|Pro][Pl][Subl]|,|azokra|,|azokra|
False,|None|,|None|,|[/Adv|Pro]|,|Azóta|,|Azóta|
False,|None|,|None|,|[/N][Nom]|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/Num][Subl]|,|néhányra|,|néhányra|
False,|None|,|None|,|[/Num|Pro][_Aggreg/Adv]|,|mindannyian|,|mindannyian|
False,|None|,|None|,|[/Num][_Comp/Num][Pl][Nom]|,|többek|,|többek|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/V][Prs.NDef.3Sg]|,|fog|,|fog|
False,|None|,|None|,|[/Num][Nom]|,|sok|,|sok|
False,|None|,|None|,|[/N|Pro][Nom]|,|mindez|,|mindez|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro|Int]|,|hogyan|,|hogyan|
False,|None|,|None|,|[/Det|Pro][Acc]|,|azt|,|azt|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N][Nom]|,|Kereszténydemokrata|,|Kereszténydemokrata|
False,|None|,|None|,|[/N][Nom]|,|Néppárt|,|Néppárt|
False,|None|,|None|,|[/Adv]|,|mégis|,|mégis|
False,|None|,|None|,|[/Adv|Pro|Int]|,|hogyan|,|hogyan|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/N|Pro][Nom]|,|minden|,|minden|
False,|None|,|None|,|[/Cnj]|,|Ezért|,|Ezért|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/N][Nom][Punct]|,|Dr.|,|Dr.|
False,|None|,|None|,|[/N]|,|Vinnai|,|Vinnai|
False,|None|,|None|,|[/Prev][Punct]|,|fel|,|fel.|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Frakcióvezető|,|Frakcióvezető|
False,|None|,|None|,|[/N][Nom]|,|Úr|,|Úr|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|Ahogy|,|Ahogy|
False,|None|,|None|,|[/N][Poss.1Pl][Ine]|,|Alaptörvényünkben|,|Alaptörvényünkben|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|Hiszékeny|,|Hiszékeny|
False,|None|,|None|,|[/Prev][Punct]|,|fel|,|fel.|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Frakcióvezető|,|Frakcióvezető|
False,|None|,|None|,|[/N][Nom]|,|Úr|,|Úr|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|Ahogy|,|Ahogy|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Det|Pro][Pl][Ela]|,|ezekből|,|ezekből|
False,|None|,|None|,|[/Cnj]|,|Ezért|,|Ezért|
False,|None|,|None|,|[/Adv]|,|többet|,|többet|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/V][Prs.NDef.3Sg]|,|lesz|,|lesz|
False,|None|,|None|,|[/Supl][/Adv]|,|legjobban|,|legjobban|
False,|None|,|None|,|[/Supl][/Adv]|,|legjobban|,|legjobban|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Ine]|,|Unióban|,|Unióban|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Num][_Comp/Num][_Manner/Adv]|,|többen|,|többen|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahol|,|ahol|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|Azért|,|Azért|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|elfogadjae|,|elfogadjae|
False,|None|,|None|,|[/N][Nom][Punct]|,|DR.|,|DR.|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|Számunkra|,|Számunkra|
False,|None|,|None|,|[/N][Subl]|,|Fidesz-KDNP-kormányra|,|Fidesz-KDNP-kormányra|
False,|None|,|None|,|[/N|Pro][Nom]|,|minden|,|minden|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|ilyen|,|ilyen|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|egyrészt|,|egyrészt|
False,|None|,|None|,|[/Adj][Nom]|,|Rezsivédelmi|,|Rezsivédelmi|
False,|None|,|None|,|[/Adv]|,|másrészt|,|másrészt|
False,|None|,|None|,|[/Adj][Nom]|,|Honvédelmi|,|Honvédelmi|
False,|None|,|None|,|[/Adv|Pro]|,|ugyanakkor|,|ugyanakkor|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Nom]|,|Vadai|,|Vadai|
False,|None|,|None|,|[/Adv|Pro|Int]|,|Hogyan|,|Hogyan|
False,|None|,|None|,|[/Det|Pro][Acc]|,|ezt|,|ezt|
False,|None|,|None|,|[/Prev]|,|fel|,|fel|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|elfogadjae|,|elfogadjae|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adv|Pro|Int]|,|Meddig|,|Meddig|
False,|None|,|None|,|[/N][Nom]|,|Miniszterelnök|,|Miniszterelnök|
False,|None|,|None|,|[/N][Nom]|,|Úr|,|Úr|
False,|None|,|None|,|[/Prev]|,|fel|,|fel|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|elfogadjáke|,|elfogadjáke|
False,|None|,|None|,|[/Post][3Pl]|,|köztük|,|köztük|
False,|None|,|None|,|[/Adv|Pro]|,|Akkor|,|Akkor|
False,|None|,|None|,|[/Num|Digit][Nom]|,|16.10|,|16.10|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Nom][Punct]|,|Z.|,|Z.|
False,|None|,|None|,|[/N]|,|Kárpát|,|Kárpát|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/N][Nom]|,|Miniszterelnök|,|Miniszterelnök|
False,|None|,|None|,|[/Prev]|,|fel|,|fel|
False,|None|,|None|,|[/N][Nom][Punct]|,|Z.|,|Z.|
False,|None|,|None|,|[/N]|,|Kárpát|,|Kárpát|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|elfogadjáke|,|elfogadjáke|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/N][Nom]|,|Moraj|,|Moraj|
False,|None|,|None|,|[/Adj][Nom]|,|Rétvári|,|Rétvári|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/Post][3Pl]|,|köztük|,|köztük|
False,|None|,|None|,|[/Adv|Pro|Int]|,|hol|,|hol|
False,|None|,|None|,|[/N][Nom]|,|Há|,|Há|
False,|None|,|None|,|[/V][Cond.Def.3Sg]|,|mé|,|mé|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Nom]|,|Koloman|,|Koloman|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/N][Nom]|,|Miniszter|,|Miniszter|
False,|None|,|None|,|[/N][Nom]|,|Navracsics|,|Navracsics|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/N|Pro][AnP][Nom]|,|öné|,|öné|
False,|None|,|None|,|[/N]|,|Koloman|,|Koloman|
False,|None|,|None|,|[/N][Nom][Punct]|,|DR.|,|DR.|
False,|None|,|None|,|[/N]|,|KOLOMAN|,|KOLOMAN|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Miniszter|,|Miniszter|
False,|None|,|None|,|[/N][Nom]|,|Úr|,|Úr|
False,|None|,|None|,|[/Det|Pro][Ine]|,|ebben|,|ebben|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|semmilyen|,|semmilyen|
False,|None|,|None|,|[/Post][1Pl]|,|közöttünk|,|közöttünk|
False,|None|,|None|,|[/N|Pro][Abl]|,|öntől|,|öntől|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Ins]|,|Unióval|,|Unióval|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adj][Nom]|,|Rétvári|,|Rétvári|
False,|None|,|None|,|[/N][Nom]|,|Álláspont|,|Álláspont|
False,|None|,|None|,|[/Adv][_Comp/Adv]|,|hamarabb|,|hamarabb|
False,|None|,|None|,|[/Det|Pro][Ine]|,|ebben|,|ebben|
False,|None|,|None|,|[/Adv|Pro]|,|Itt|,|Itt|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num][_Comp/Num][Pl][Nom]|,|többek|,|többek|
False,|None|,|None|,|[/Adv|Pro]|,|ezúttal|,|ezúttal|
False,|None|,|None|,|[/N][Nom]|,|túlhatalom|,|túlhatalom|
False,|None|,|None|,|[/V][Prs.NDef.3Sg]|,|lesz|,|lesz|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adj][_Manner/Adv]|,|jól|,|jól|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|értjüke|,|értjüke|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Ill]|,|Ügyészségbe|,|Ügyészségbe|
False,|None|,|None|,|[/Adj][_Manner/Adv]|,|Jól|,|Jól|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|értjüke|,|értjüke|
False,|None|,|None|,|[/N][Ill]|,|Médiatanácsba|,|Médiatanácsba|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|mindig|,|mindig|
False,|None|,|None|,|[/N][Poss.3Sg][Nom]|,|hajlandóake|,|hajlandóake|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/N|Pro][Nom]|,|más|,|más|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|egyik|,|egyik|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/N][Nom]|,|Navracsics|,|Navracsics|
False,|None|,|None|,|[/N][Nom][Punct]|,|DR.|,|DR.|
False,|None|,|None|,|[/N][Nom]|,|NAVRACSICS|,|NAVRACSICS|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Poss.1Sg][Nom]|,|Képviselőtársam|,|Képviselőtársam|
