huspacy == emagyar,huspacy,emagyar
True,|háborúból|,|háborúból|
True,"|,|","|,|"
True,|és|,|és|
True,|meg|,|meg|
True,|tudjuk|,|tudjuk|
True,|védeni|,|védeni|
True,|Magyarország|,|Magyarország|
True,|békéjét|,|békéjét|
True,"|,|","|,|"
True,|biztonságát|,|biztonságát|
True,"|,|","|,|"
True,|meg|,|meg|
True,|tudjuk|,|tudjuk|
True,|védeni|,|védeni|
True,|a|,|a|
True,|családjainkat|,|családjainkat|
True,"|,|","|,|"
True,|és|,|és|
True,|azt|,|azt|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ennek|,|ennek|
True,|a|,|a|
True,|háborúnak|,|háborúnak|
True,|az|,|az|
True,|árát|,|árát|
True,|ne|,|ne|
True,|a|,|a|
True,|magyar|,|magyar|
True,|emberek|,|emberek|
True,|fizessék|,|fizessék|
True,|meg|,|meg|
True,|.|,|.|
True,|És|,|És|
True,|mindezek|,|mindezek|
True,|mellett|,|mellett|
True,|nem|,|nem|
True,|szabad|,|szabad|
True,|arról|,|arról|
True,|sem|,|sem|
True,|megfeledkeznünk|,|megfeledkeznünk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|miközben|,|miközben|
True,|Ukrajnával|,|Ukrajnával|
True,|szomszédos|,|szomszédos|
True,|tagállamként|,|tagállamként|
True,|Magyarország|,|Magyarország|
True,|mindent|,|mindent|
True,|megtesz|,|megtesz|
True,|a|,|a|
True,|háború|,|háború|
True,|elől|,|elől|
True,|menekülők|,|menekülők|
True,|ellátása|,|ellátása|
True,|és|,|és|
True,|védelme|,|védelme|
True,|érdekében|,|érdekében|
True,"|,|","|,|"
True,|a|,|a|
True,|déli|,|déli|
True,|határait|,|határait|
True,|folyamatosan|,|folyamatosan|
True,|védenie|,|védenie|
True,|kell|,|kell|
True,|.|,|.|
True,|Tudjuk|,|Tudjuk|
True,|az|,|az|
True,|adatokat|,|adatokat|
True,|:|,|:|
True,|az|,|az|
True,|idei|,|idei|
True,|évben|,|évben|
True,|a|,|a|
True,|magyar|,|magyar|
True,|hatóságok|,|hatóságok|
True,|június|,|június|
True,|12-ével|,|12-ével|
True,|bezárólag|,|bezárólag|
True,|már|,|már|
True,|több|,|több|
True,|mint|,|mint|
True,|92|,|92|
True,|ezer|,|ezer|
True,|illegális|,|illegális|
True,|határátlépést|,|határátlépést|
True,|akadályoztak|,|akadályoztak|
True,|meg|,|meg|
True,"|,|","|,|"
True,|az|,|az|
True,|érintett|,|érintett|
True,|személyek|,|személyek|
True,|93|,|93|
True,|százalékát|,|százalékát|
True,|közvetlenül|,|közvetlenül|
True,|a|,|a|
True,|magyar|,|magyar|
True,|határ|,|határ|
True,|közelében|,|közelében|
True,|fogták|,|fogták|
True,|el|,|el|
True,|.|,|.|
True,|Tudjuk|,|Tudjuk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|az|,|az|
True,|Európa|,|Európa|
True,|irányába|,|irányába|
True,|tartó|,|tartó|
True,|migrációs|,|migrációs|
True,|mozgások|,|mozgások|
True,|nem|,|nem|
True,|enyhülnek|,|enyhülnek|
True,"|,|","|,|"
True,|éppen|,|éppen|
True,|ellenkezőleg|,|ellenkezőleg|
True,"|,|","|,|"
True,|a|,|a|
True,|duplájára|,|duplájára|
True,|nőttek|,|nőttek|
True,|a|,|a|
True,|tavalyi|,|tavalyi|
True,|év|,|év|
True,|azonos|,|azonos|
True,|időszakához|,|időszakához|
True,|képest|,|képest|
True,|.|,|.|
True,|Mindez|,|Mindez|
True,|annak|,|annak|
True,|is|,|is|
True,|köszönhető|,|köszönhető|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ezt|,|ezt|
True,|a|,|a|
True,|háború|,|háború|
True,|teremtette|,|teremtette|
True,|helyzetet|,|helyzetet|
True,|az|,|az|
True,|embercsempészek|,|embercsempészek|
True,"|,|","|,|"
True,|az|,|az|
True,|illegális|,|illegális|
True,|bevándorlók|,|bevándorlók|
True,|kihasználják|,|kihasználják|
True,"|,|","|,|"
True,|és|,|és|
True,|abban|,|abban|
True,|reménykednek|,|reménykednek|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|az|,|az|
True,|ukrán|,|ukrán|
True,|menekültválság|,|menekültválság|
True,|miatt|,|miatt|
True,|leterhelt|,|leterhelt|
True,|hatóságok|,|hatóságok|
True,|majd|,|majd|
True,|nem|,|nem|
True,|veszik|,|veszik|
True,|őket|,|őket|
True,|észre|,|észre|
True,"|,|","|,|"
True,|ahogyan|,|ahogyan|
True,|észrevétlenül|,|észrevétlenül|
True,|bejutnak|,|bejutnak|
True,|a|,|a|
True,|schengeni|,|schengeni|
True,|térségbe|,|térségbe|
True,|.|,|.|
True,|Ráadásul|,|Ráadásul|
True,|azt|,|azt|
True,|látjuk|,|látjuk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|számok|,|számok|
True,|növekedésével|,|növekedésével|
True,|egyenes|,|egyenes|
True,|arányban|,|arányban|
True,|áll|,|áll|
True,|a|,|a|
True,|viselkedés|,|viselkedés|
True,|módja|,|módja|
True,|is|,|is|
True,"|,|","|,|"
True,|hiszen|,|hiszen|
True,|egyre|,|egyre|
True,|agresszívebbek|,|agresszívebbek|
True,|ezek|,|ezek|
True,|a|,|a|
True,|betörési|,|betörési|
True,|kísérletek|,|kísérletek|
True,|.|,|.|
True,|Tudjuk|,|Tudjuk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|már|,|már|
True,|több|,|több|
True,|mint|,|mint|
True,|kétszázszor|,|kétszázszor|
True,|támadtak|,|támadtak|
True,|határvédőkre|,|határvédőkre|
True,|a|,|a|
True,|déli|,|déli|
True,|határon|,|határon|
True,"|,|","|,|"
True,|28|,|28|
True,|rendőrnek|,|rendőrnek|
True,|is|,|is|
True,|okoztak|,|okoztak|
True,|már|,|már|
True,|sérülést|,|sérülést|
True,|.|,|.|
True,|De|,|De|
True,|látjuk|,|látjuk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ennek|,|ennek|
True,|az|,|az|
True,|egész|,|egész|
True,|válságnak|,|válságnak|
True,|az|,|az|
True,|előszele|,|előszele|
True,|már|,|már|
True,|a|,|a|
True,|2015-ös|,|2015-ös|
True,|migrációs|,|migrációs|
True,|válság|,|válság|
True,|volt|,|volt|
True,|.|,|.|
True,|Magyarország|,|Magyarország|
True,|már|,|már|
True,|akkor|,|akkor|
True,"|,|","|,|"
True,|elsőként|,|elsőként|
True,|az|,|az|
True,|Európai|,|Európai|
True,|Unióban|,|Unióban|
True,"|,|","|,|"
True,|a|,|a|
True,|külső|,|külső|
True,|határok|,|határok|
True,|védelmére|,|védelmére|
True,|szólított|,|szólított|
True,|fel|,|fel|
True,|;|,|;|
True,|ezt|,|ezt|
True,|később|,|később|
True,|egy|,|egy|
True,|fizikai|,|fizikai|
True,|határzár|,|határzár|
True,|építésével|,|építésével|
True,|is|,|is|
True,|megerősítette|,|megerősítette|
True,"|,|","|,|"
True,|habár|,|habár|
True,|azt|,|azt|
True,|akkoriban|,|akkoriban|
True,|én|,|én|
True,|ezt|,|ezt|
True,|magam|,|magam|
True,|is|,|is|
True,|tapasztaltam|,|tapasztaltam|
True,|a|,|a|
True,|saját|,|saját|
True,|bőrömön|,|bőrömön|
True,"|,|","|,|"
True,|hiszen|,|hiszen|
True,|akkor|,|akkor|
True,|Brüsszelben|,|Brüsszelben|
True,|dolgoztam|,|dolgoztam|
True,|egy|,|egy|
True,|iszonyatos|,|iszonyatos|
True,|nemzetközi|,|nemzetközi|
True,|kritikai|,|kritikai|
True,|cunamiáradat|,|cunamiáradat|
True,|kísérte|,|kísérte|
True,|.|,|.|
True,|Ma|,|Ma|
True,|már|,|már|
True,|több|,|több|
True,|ország|,|ország|
True,"|,|","|,|"
True,|például|,|például|
True,|Belgium|,|Belgium|
True,|és|,|és|
True,|Németország|,|Németország|
True,|is|,|is|
True,|elismeri|,|elismeri|
True,|azt|,|azt|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ez|,|ez|
True,|a|,|a|
True,|határzár|,|határzár|
True,|segít|,|segít|
True,|nemcsak|,|nemcsak|
True,|Magyarország|,|Magyarország|
True,"|,|","|,|"
True,|hanem|,|hanem|
True,|az|,|az|
True,|egész|,|egész|
True,|schengeni|,|schengeni|
True,|térség|,|térség|
True,|és|,|és|
True,|az|,|az|
True,|egész|,|egész|
True,|Európai|,|Európai|
True,|Unió|,|Unió|
True,|biztonságának|,|biztonságának|
True,|a|,|a|
True,|védelmében|,|védelmében|
True,|.|,|.|
True,|Mégis|,|Mégis|
True,"|,|","|,|"
True,|ennek|,|ennek|
True,|ellenére|,|ellenére|
True,|látjuk|,|látjuk|
True,|azt|,|azt|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|több|,|több|
True,|kötelezettségszegési|,|kötelezettségszegési|
True,|eljárás|,|eljárás|
True,|is|,|is|
True,|folyamatban|,|folyamatban|
True,|van|,|van|
True,|még|,|még|
True,|a|,|a|
True,|magyar|,|magyar|
True,|határzárral|,|határzárral|
True,|és|,|és|
True,|a|,|a|
True,|jogi|,|jogi|
True,|határzárral|,|határzárral|
True,|összefüggésben|,|összefüggésben|
True,|;|,|;|
True,|és|,|és|
True,|azt|,|azt|
True,|is|,|is|
True,|látjuk|,|látjuk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|egy|,|egy|
True,|olyan|,|olyan|
True,|migrációs|,|migrációs|
True,|csomag|,|csomag|
True,|fekszik|,|fekszik|
True,|a|,|a|
True,|brüsszeli|,|brüsszeli|
True,|tárgyalóasztalon|,|tárgyalóasztalon|
True,"|,|","|,|"
True,|amely|,|amely|
True,|továbbra|,|továbbra|
True,|sem|,|sem|
True,|tett|,|tett|
True,|le|,|le|
True,|arról|,|arról|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|migrációt|,|migrációt|
True,|pozitív|,|pozitív|
True,|ellenségként|,|ellenségként|
True,|beállítva|,|beállítva|
True,|egyfajta|,|egyfajta|
True,|meghívólevelet|,|meghívólevelet|
True,|küldjön|,|küldjön|
True,|a|,|a|
True,|világ|,|világ|
True,|többi|,|többi|
True,|tája|,|tája|
True,|felé|,|felé|
True,|.|,|.|
True,|És|,|És|
True,|hiába|,|hiába|
True,|keresztelgetik|,|keresztelgetik|
True,|át|,|át|
True,|a|,|a|
True,|kvótát|,|kvótát|
True,|a|,|a|
True,|különböző|,|különböző|
True,|javaslatokban|,|javaslatokban|
True,"|,|","|,|"
True,|attól|,|attól|
True,|az|,|az|
True,|a|,|a|
True,|nap|,|nap|
True,|végén|,|végén|
True,|még|,|még|
True,|nagyon|,|nagyon|
True,|gyorsan|,|gyorsan|
True,|ki|,|ki|
True,|tud|,|tud|
True,|bújni|,|bújni|
True,|ebből|,|ebből|
True,|az|,|az|
True,|álságos|,|álságos|
True,|köntösből|,|köntösből|
True,"|,|","|,|"
True,|és|,|és|
True,|hirtelen|,|hirtelen|
True,|kötelező|,|kötelező|
True,|kvótává|,|kvótává|
True,|tud|,|tud|
True,|változni|,|változni|
True,"|,|","|,|"
True,|éppen|,|éppen|
True,|ezért|,|ezért|
True,|nagyon|,|nagyon|
True,|fontos|,|fontos|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|egyben|,|egyben|
True,|tartsuk|,|tartsuk|
True,|ezt|,|ezt|
True,|a|,|a|
True,|migrációs|,|migrációs|
True,|csomagot|,|csomagot|
True,"|,|","|,|"
True,|és|,|és|
True,|folyamatosan|,|folyamatosan|
True,|felhívjuk|,|felhívjuk|
True,|a|,|a|
True,|partnereink|,|partnereink|
True,|figyelmét|,|figyelmét|
True,|arra|,|arra|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|megváltozott|,|megváltozott|
True,|a|,|a|
True,|világ|,|világ|
True,|.|,|.|
True,|Látjuk|,|Látjuk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|már|,|már|
True,|tavaly|,|tavaly|
True,|augusztusban|,|augusztusban|
True,|több|,|több|
True,|ország|,|ország|
True,|pénzt|,|pénzt|
True,|kért|,|kért|
True,|az|,|az|
True,|Európai|,|Európai|
True,|Bizottságtól|,|Bizottságtól|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|kerítést|,|kerítést|
True,|építhessen|,|építhessen|
True,"|,|","|,|"
True,|miközben|,|miközben|
True,|ellenünk|,|ellenünk|
True,|pedig|,|pedig|
True,|folyamatban|,|folyamatban|
True,|vannak|,|vannak|
True,|kötelezettségszegési|,|kötelezettségszegési|
True,|eljárások|,|eljárások|
True,"|,|","|,|"
True,|éppen|,|éppen|
True,|a|,|a|
True,|fizikai|,|fizikai|
True,|határzár|,|határzár|
True,|miatt|,|miatt|
True,|.|,|.|
True,|Úgyhogy|,|Úgyhogy|
True,|biztosíthatom|,|biztosíthatom|
True,|képviselő|,|képviselő|
True,|urat|,|urat|
True,|afelől|,|afelől|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|magyar|,|magyar|
True,|kormány|,|kormány|
True,|kitartóan|,|kitartóan|
True,|fogja|,|fogja|
True,|védeni|,|védeni|
True,|ezt|,|ezt|
True,|a|,|a|
True,|határozott|,|határozott|
True,|álláspontot|,|álláspontot|
True,"|,|","|,|"
True,|amellyel|,|amellyel|
True,|elutasítunk|,|elutasítunk|
True,|mindenféle|,|mindenféle|
True,|kötelező|,|kötelező|
True,|kvótát|,|kvótát|
True,"|,|","|,|"
True,|és|,|és|
True,|hiába|,|hiába|
True,|bármiféle|,|bármiféle|
True,|ügyeskedés|,|ügyeskedés|
True,"|,|","|,|"
True,|nem|,|nem|
True,|fogjuk|,|fogjuk|
True,|hagyni|,|hagyni|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|kvóta|,|kvóta|
True,|akár|,|akár|
True,|a|,|a|
True,|hátsó|,|hátsó|
True,|ajtón|,|ajtón|
True,|is|,|is|
True,|visszakússzon|,|visszakússzon|
True,|az|,|az|
True,|európai|,|európai|
True,|migrációs|,|migrációs|
True,|csomagba|,|csomagba|
True,|.|,|.|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|a|,|a|
True,|kérdését|,|kérdését|
True,|.|,|.|
True,|(|,|(|
True,|Taps|,|Taps|
True,|a|,|a|
True,|kormánypártok|,|kormánypártok|
False,|padsoraiból|,|padsoraiból.|
huspacy,|.|,
True,|)|,|)|
True,|ELNÖK|,|ELNÖK|
True,|:|,|:|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,"|,|","|,|"
True,|Varga|,|Varga|
True,|Judit|,|Judit|
True,|miniszter|,|miniszter|
True,|asszony|,|asszony|
True,|.|,|.|
True,|Megkérdezem|,|Megkérdezem|
True,|Németh|,|Németh|
True,|Szilárd|,|Szilárd|
True,|képviselő|,|képviselő|
True,|urat|,|urat|
True,"|,|","|,|"
True,|elfogadjae|,|elfogadjae|
True,|a|,|a|
True,|választ|,|választ|
True,|.|,|.|
True,|NÉMETH|,|NÉMETH|
True,|SZILÁRD|,|SZILÁRD|
True,|ISTVÁN|,|ISTVÁN|
True,|(|,|(|
True,|Fidesz|,|Fidesz|
True,|):|,|):|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,"|,|","|,|"
True,|miniszter|,|miniszter|
True,|asszony|,|asszony|
True,|.|,|.|
True,|Teljes|,|Teljes|
True,|mértékben|,|mértékben|
True,|egyetértek|,|egyetértek|
True,|önnel|,|önnel|
True,"|,|","|,|"
True,|és|,|és|
True,|a|,|a|
True,|Fidesz-KDNP|,|Fidesz-KDNP|
True,|támogatásáról|,|támogatásáról|
True,|biztosítom|,|biztosítom|
True,|a|,|a|
True,|magyar|,|magyar|
True,|kormányt|,|kormányt|
True,|abban|,|abban|
True,|a|,|a|
True,|kettős|,|kettős|
True,|védelemben|,|védelemben|
True,"|,|","|,|"
True,|amelyik|,|amelyik|
True,|az|,|az|
True,|országunk|,|országunk|
True,|biztonságát|,|biztonságát|
True,|és|,|és|
True,|szuverenitását|,|szuverenitását|
True,|védi|,|védi|
True,"|,|","|,|"
True,|mert|,|mert|
True,|egyrészt|,|egyrészt|
True,|délkeletről|,|délkeletről|
True,"|,|","|,|"
True,|délről|,|délről|
True,"|,|","|,|"
True,|ahogy|,|ahogy|
True,|említettem|,|említettem|
True,"|,|","|,|"
True,|a|,|a|
True,|schengeni|,|schengeni|
True,|határon|,|határon|
True,|óriási|,|óriási|
True,|a|,|a|
True,|fizikai|,|fizikai|
True,|nyomás|,|nyomás|
True,|;|,|;|
True,|megszervezett|,|megszervezett|
True,|akciókról|,|akciókról|
True,|van|,|van|
True,|szó|,|szó|
True,|.|,|.|
True,|Ebben|,|Ebben|
True,|az|,|az|
True,|időszakban|,|időszakban|
True,"|,|","|,|"
True,|ebben|,|ebben|
True,|a|,|a|
True,|fél|,|fél|
True,|évben|,|évben|
True,"|,|","|,|"
True,|amit|,|amit|
True,|ön|,|ön|
True,|is|,|is|
True,|említett|,|említett|
True,"|,|","|,|"
True,|319|,|319|
True,|embercsempészfőnököt|,|embercsempészfőnököt|
True,|fogtunk|,|fogtunk|
True,|el|,|el|
True,"|,|","|,|"
True,|most|,|most|
True,|715-nél|,|715-nél|
True,|tartunk|,|tartunk|
True,|már|,|már|
True,|.|,|.|
True,|Tehát|,|Tehát|
True,|jól|,|jól|
True,|látható|,|látható|
True,|egy|,|egy|
True,|szervezett|,|szervezett|
True,"|,|","|,|"
True,|agresszív|,|agresszív|
True,|nyomás|,|nyomás|
True,|.|,|.|
True,|De|,|De|
True,|egy|,|egy|
True,|még|,|még|
True,|agresszívebb|,|agresszívebb|
True,"|,|","|,|"
True,|még|,|még|
True,|szervezettebb|,|szervezettebb|
True,|nyomás|,|nyomás|
True,|van|,|van|
True,"|,|","|,|"
True,|az|,|az|
True,|pedig|,|pedig|
True,|északnyugatról|,|északnyugatról|
True,"|,|","|,|"
True,|ahogy|,|ahogy|
True,|ön|,|ön|
True,|említette|,|említette|
True,"|,|","|,|"
True,|a|,|a|
True,|kvóta|,|kvóta|
True,|erőltetése|,|erőltetése|
True,"|,|","|,|"
True,|a|,|a|
True,|Soros-terv|,|Soros-terv|
True,|végrehajtása|,|végrehajtása|
True,|.|,|.|
True,|Mind|,|Mind|
True,|a|,|a|
True,|kettő|,|kettő|
True,|ellen|,|ellen|
True,|küzdenünk|,|küzdenünk|
True,|kell|,|kell|
True,"|,|","|,|"
True,|és|,|és|
True,|ebben|,|ebben|
True,|a|,|a|
True,|támogatásomról|,|támogatásomról|
True,"|,|","|,|"
True,|illetve|,|illetve|
True,|a|,|a|
True,|támogatásunkról|,|támogatásunkról|
True,|biztosítjuk|,|biztosítjuk|
True,|a|,|a|
True,|magyar|,|magyar|
True,|kormányt|,|kormányt|
True,|.|,|.|
True,|A|,|A|
True,|válaszát|,|válaszát|
True,|pedig|,|pedig|
True,|nagy|,|nagy|
True,|tisztelettel|,|tisztelettel|
True,|elfogadom|,|elfogadom|
True,|.|,|.|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|.|,|.|
True,|ELNÖK|,|ELNÖK|
True,|:|,|:|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|.|,|.|
True,|Az|,|Az|
True,|interpellációs|,|interpellációs|
True,|kérdésre|,|kérdésre|
True,|adott|,|adott|
True,|választ|,|választ|
True,|képviselő|,|képviselő|
True,|úr|,|úr|
True,|elfogadta|,|elfogadta|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Országgyűlés|,|Országgyűlés|
True,|!|,|!|
True,|Simicskó|,|Simicskó|
True,|István|,|István|
True,"|,|","|,|"
True,|a|,|a|
True,|Kereszténydemokrata|,|Kereszténydemokrata|
True,|Néppárt|,|Néppárt|
True,|képviselője|,|képviselője|
True,"|,|","|,|"
True,|interpellációt|,|interpellációt|
True,|nyújtott|,|nyújtott|
True,|be|,|be|
True,|a|,|a|
True,|kultúráért|,|kultúráért|
True,|és|,|és|
True,|innovációért|,|innovációért|
True,|felelős|,|felelős|
True,|miniszter|,|miniszter|
True,|úrhoz|,|úrhoz|
True,|:|,|:|
True,|„|,|„|
True,|Miként|,|Miként|
True,|biztosítja|,|biztosítja|
True,|a|,|a|
True,|jövő|,|jövő|
True,|évi|,|évi|
True,|költségvetés|,|költségvetés|
True,|a|,|a|
True,|Kormány|,|Kormány|
True,|által|,|által|
True,|bevezetett|,|bevezetett|
True,|családtámogatások|,|családtámogatások|
True,|forrásait|,|forrásait|
True,|?|,|?|
True,|”|,|”|
True,|címmel|,|címmel|
True,|.|,|.|
True,|Simicskó|,|Simicskó|
True,|István|,|István|
True,|frakcióvezető|,|frakcióvezető|
True,|urat|,|urat|
True,"|,|","|,|"
True,|képviselő|,|képviselő|
True,|urat|,|urat|
True,|illeti|,|illeti|
True,|a|,|a|
True,|szó|,|szó|
True,|.|,|.|
True,|(|,|(|
True,|16.00|,|16.00|
True,|)|,|)|
True,|DR.|,|DR.|
True,|SIMICSKÓ|,|SIMICSKÓ|
True,|ISTVÁN|,|ISTVÁN|
True,|(|,|(|
True,|KDNP|,|KDNP|
True,|):|,|):|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|a|,|a|
True,|szót|,|szót|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Elnök|,|Elnök|
True,|Úr|,|Úr|
True,|!|,|!|
True,|Tisztelt|,|Tisztelt|
True,|Képviselőtársaim|,|Képviselőtársaim|
True,|!|,|!|
True,|Tisztelt|,|Tisztelt|
True,|Államtitkár|,|Államtitkár|
True,|Asszony|,|Asszony|
True,|!|,|!|
True,|Amikor|,|Amikor|
True,|a|,|a|
True,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
True,|2010-ben|,|2010-ben|
True,|megkapta|,|megkapta|
True,|a|,|a|
True,|lehetőséget|,|lehetőséget|
True,|az|,|az|
True,|ország|,|ország|
True,|irányítása|,|irányítása|
True,|vonatkozásában|,|vonatkozásában|
True,"|,|","|,|"
True,|akkor|,|akkor|
True,|egy|,|egy|
True,|nagyon|,|nagyon|
True,|komoly|,|komoly|
True,|gazdasági|,|gazdasági|
True,"|,|","|,|"
True,|csődközeli|,|csődközeli|
True,|állapotban|,|állapotban|
True,|vehettük|,|vehettük|
True,|át|,|át|
True,|az|,|az|
True,|ország|,|ország|
True,|irányítását|,|irányítását|
True,"|,|","|,|"
True,|ezt|,|ezt|
True,|mindannyian|,|mindannyian|
True,|tudjunk|,|tudjunk|
True,"|,|","|,|"
True,|emlékszünk|,|emlékszünk|
True,|azokra|,|azokra|
True,|a|,|a|
True,|nehéz|,|nehéz|
True,|időszakokra|,|időszakokra|
True,|.|,|.|
True,|Azóta|,|Azóta|
True,"|,|","|,|"
True,|azt|,|azt|
True,|kell|,|kell|
True,|hogy|,|hogy|
True,|mondjam|,|mondjam|
True,"|,|","|,|"
True,|számtalan|,|számtalan|
True,|kihívással|,|kihívással|
True,|találkozott|,|találkozott|
True,|a|,|a|
True,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
True,|az|,|az|
True,|elmúlt|,|elmúlt|
True,|12|,|12|
True,|évben|,|évben|
True,|.|,|.|
True,|Utalnék|,|Utalnék|
True,|itt|,|itt|
True,|csak|,|csak|
True,|néhányra|,|néhányra|
True,"|,|","|,|"
True,|bár|,|bár|
True,|mindannyian|,|mindannyian|
True,|megéltük|,|megéltük|
True,|ezeket|,|ezeket|
True,|;|,|;|
True,|többek|,|többek|
True,|között|,|között|
True,|:|,|:|
True,|a|,|a|
True,|vörösiszap-katasztrófa|,|vörösiszap-katasztrófa|
True,"|,|","|,|"
True,|a|,|a|
True,|dunai|,|dunai|
True,|árvíz|,|árvíz|
True,|óriási|,|óriási|
True,|pusztító|,|pusztító|
True,|ereje|,|ereje|
True,"|,|","|,|"
True,|a|,|a|
True,|világjárvány|,|világjárvány|
True,|az|,|az|
True,|elmúlt|,|elmúlt|
True,|két|,|két|
True,|évben|,|évben|
True,|senki|,|senki|
True,|sem|,|sem|
True,|várta|,|várta|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ez|,|ez|
True,|be|,|be|
True,|fog|,|fog|
True,|következni|,|következni|
True,"|,|","|,|"
True,|és|,|és|
True,|bekövetkezett|,|bekövetkezett|
True,"|,|","|,|"
True,|és|,|és|
True,|most|,|most|
True,|a|,|a|
True,|szomszédságunkban|,|szomszédságunkban|
True,|dúló|,|dúló|
True,|háború|,|háború|
True,"|,|","|,|"
True,|amelynek|,|amelynek|
True,|nagyon-nagyon|,|nagyon-nagyon|
True,|komoly|,|komoly|
True,|gazdasági|,|gazdasági|
True,"|,|","|,|"
True,|társadalmi|,|társadalmi|
True,"|,|","|,|"
True,|diplomáciai|,|diplomáciai|
True,"|,|","|,|"
True,|politikai|,|politikai|
True,"|,|","|,|"
True,|biztonságpolitikai|,|biztonságpolitikai|
True,|hatásai|,|hatásai|
True,|vannak|,|vannak|
True,|.|,|.|
True,|Természetesen|,|Természetesen|
True,|rendkívül|,|rendkívül|
True,|sok|,|sok|
True,|veszélyt|,|veszélyt|
True,|hordoz|,|hordoz|
True,|mindez|,|mindez|
True,|önmagában|,|önmagában|
True,|mind|,|mind|
True,|egész|,|egész|
True,|Európára|,|Európára|
True,"|,|","|,|"
True,|mind|,|mind|
True,|Magyarországra|,|Magyarországra|
True,|is|,|is|
True,|.|,|.|
True,|Tehát|,|Tehát|
True,|próbatételek|,|próbatételek|
True,|során|,|során|
True,|halad|,|halad|
True,|a|,|a|
True,|kormány|,|kormány|
True,"|,|","|,|"
True,|és|,|és|
True,|a|,|a|
True,|kérdésem|,|kérdésem|
True,"|,|","|,|"
True,|interpellációm|,|interpellációm|
True,|arra|,|arra|
True,|vonatkozna|,|vonatkozna|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|hogyan|,|hogyan|
True,|tudja|,|tudja|
True,|azt|,|azt|
True,|a|,|a|
True,|megkezdett|,|megkezdett|
True,|gazdaságpolitikát|,|gazdaságpolitikát|
True,|és|,|és|
True,|azon|,|azon|
True,|belül|,|belül|
True,|is|,|is|
True,|egy|,|egy|
True,|kiemelt|,|kiemelt|
True,|családpolitikát|,|családpolitikát|
True,"|,|","|,|"
True,|családtámogatási|,|családtámogatási|
True,|politikát|,|politikát|
True,|folytatni|,|folytatni|
True,|a|,|a|
True,|kormány|,|kormány|
True,|a|,|a|
True,|jelenlegi|,|jelenlegi|
True,|válságok|,|válságok|
True,|közepette|,|közepette|
True,"|,|","|,|"
True,|a|,|a|
True,|jelenlegi|,|jelenlegi|
True,|háború|,|háború|
True,|negatív|,|negatív|
True,|hatásait|,|hatásait|
True,|látva|,|látva|
True,|.|,|.|
True,|Mi|,|Mi|
True,"|,|","|,|"
True,|a|,|a|
True,|Kereszténydemokrata|,|Kereszténydemokrata|
True,|Néppárt|,|Néppárt|
True,|frakciója|,|frakciója|
True,|részéről|,|részéről|
True,|örömmel|,|örömmel|
True,|halljuk|,|halljuk|
True,|a|,|a|
True,|kormány|,|kormány|
True,|különböző|,|különböző|
True,|nyilatkozatait|,|nyilatkozatait|
True,"|,|","|,|"
True,|és|,|és|
True,|látjuk|,|látjuk|
True,|a|,|a|
True,|költségvetés|,|költségvetés|
True,|tervezett|,|tervezett|
True,|kereteit|,|kereteit|
True,|és|,|és|
True,|számait|,|számait|
True,"|,|","|,|"
True,|mégis|,|mégis|
True,|arra|,|arra|
True,|szeretnék|,|szeretnék|
True,|rákérdezni|,|rákérdezni|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|hogyan|,|hogyan|
True,|alakul|,|alakul|
True,|a|,|a|
True,|jövő|,|jövő|
