huspacy lemma ==huspacy em_lemma == emagyar lemma,huspacy lemma,huspacy em_lemma,emagyar lemma,huspacy token,emagyar token
False,|Csárdi|,|None|,|Csárdi|,|Csárdi|,|Csárdi|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|be|,|None|,|be|,|be|,|be|
False,|miért|,|None|,|miért|,|Miért|,|Miért|
False,|Csárdi|,|None|,|Csárdi|,|Csárdi|,|Csárdi|
False,|CSÁRDI|,|None|,|CSÁRDI|,|CSÁRDI|,|CSÁRDI|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|be|,|None|,|be|,|be|,|be|
False,|Fidesz-kormány|,|None|,|Fidesz-kormány|,|Fidesz-kormány|,|Fidesz-kormány|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|más|,|None|,|más|,|más|,|más|
False,|ugyanez|,|None|,|ugyanez|,|ugyanez|,|ugyanez|
False,|is|,|None|,|is|,|is|,|is|
False,|szintén|,|None|,|szintén|,|szintén|,|szintén|
False,|is|,|None|,|is|,|is|,|is|
False,|sehol|,|None|,|sehol|,|Sehol|,|Sehol|
False,|máshol|,|None|,|máshol|,|máshol|,|máshol|
False,|degesz|,|None|,|degesz|,|degeszre|,|degeszre|
False,|Fidesz-kormány|,|None|,|Fidesz-kormány|,|Fidesz-kormány|,|Fidesz-kormány|
False,|ez|,|None|,|ez|,|ezen|,|ezen|
False,|is|,|None|,|is|,|is|,|is|
False,|más|,|None|,|más|,|mások|,|mások|
False,|közt|,|None|,|közt|,|köztük|,|köztük|
False,|volna|,|None|,|van|,|volna|,|volna|
False,|után|,|None|,|utána|,|utána|,|utána|
False,|is|,|None|,|is|,|is|,|is|
False,|így|,|None|,|így|,|így|,|így|
False,|profit|,|None|,|profit|,|profitjuk|,|profitjuk|
False,|volna|,|None|,|volna|,|volna|,|volna|
False,|rekordmagas|,|None|,|rekordmagas|,|rekordmagas|,|rekordmagas|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Miniszter|,|None|,|miniszter|,|Miniszter|,|Miniszter|
False,|Úr|,|None|,|úr|,|Úr|,|Úr|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|hajlandóke|,|None|,|Hajlandóke|,|Hajlandóke|,|Hajlandóke|
False,|hajlandóke|,|None|,|hajlandóke|,|hajlandóke|,|hajlandóke|
False,|más|,|None|,|más|,|más|,|más|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Csárdi|,|None|,|Csárdi|,|Csárdi|,|Csárdi|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|miért|,|None|,|miért|,|miért|,|miért|
False,|miért|,|None|,|miért|,|miért|,|miért|
False,|EU-szabályozás|,|None|,|EU-szabályozás|,|EU-szabályozás|,|EU-szabályozás|
False,|miért|,|None|,|miért|,|miért|,|miért|
False,|be|,|None|,|be|,|be|,|be|
False,|be|,|None|,|be|,|be|,|be|
False,|miért|,|None|,|miért|,|miért|,|miért|
False,|ez|,|None|,|ez|,|ezt|,|ezt|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|van|,|None|,|van|,|vagyunk|,|vagyunk|
False,|több|,|None|,|sok|,|több|,|több|
False,|mikor|,|None|,|mikor|,|mikor|,|mikor|
False,|van|,|None|,|van|,|volt|,|volt|
False,|ott|,|None|,|ott|,|ott|,|ott|
False,|ahol|,|None|,|ahol|,|ahol|,|ahol|
False,|ez|,|None|,|ez|,|ezt|,|ezt|
False,|magas|,|None|,|magas|,|magasabban|,|magasabban|
False,|más|,|None|,|más|,|más|,|más|
False,|lesz|,|None|,|van|,|legyen|,|legyen|
False,|ilyen|,|None|,|ilyen|,|ilyen|,|ilyen|
False,|ilyen|,|None|,|ilyen|,|ilyen|,|ilyen|
False,|előre|,|None|,|előre|,|előre|,|előre|
False,|megkérdezett|,|None|,|megkérdezett|,|megkérdezettek|,|megkérdezettek|
False,|ezáltal|,|None|,|ezáltal|,|ezáltal|,|ezáltal|
False,|másik|,|None|,|másik|,|másik|,|másik|
False,|fel|,|None|,|fel|,|fel|,|fel|
False,|Egyesült|,|None|,|egyesült|,|Egyesült|,|Egyesült|
False,|is|,|None|,|is|,|is|,|is|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unióban|,|Unióban|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|ahogy|,|None|,|ahogy|,|ahogy|,|ahogy|
False,|is|,|None|,|is|,|is|,|is|
False,|lő|,|None|,|lő|,|lője|,|lője|
False,|aztán|,|None|,|aztán|,|aztán|,|aztán|
False,|is|,|None|,|is|,|is|,|is|
False,|majd|,|None|,|majd|,|majd|,|majd|
False,|Egyesült|,|None|,|egyesült|,|Egyesült|,|Egyesült|
False,|is|,|None|,|is|,|is|,|is|
False,|így|,|None|,|így|,|így|,|így|
False,|is|,|None|,|is|,|is|,|is|
False,|így|,|None|,|így|,|így|,|így|
False,|is|,|None|,|is|,|is|,|is|
False,|aztán|,|None|,|aztán|,|aztán|,|aztán|
False,|azért|,|None|,|az|,|azért|,|azért|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Csárdi|,|None|,|Csárdi|,|Csárdi|,|Csárdi|
False,|elfogadjae|,|None|,|elfogadjae|,|elfogadjae|,|elfogadjae|
False,|CSÁRDI|,|None|,|CSÁRDI|,|CSÁRDI|,|CSÁRDI|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|ahogy|,|None|,|ahogy|,|Ahogy|,|Ahogy|
False,|is|,|None|,|is|,|is|,|is|
False,|ahogyan|,|None|,|ahogyan|,|ahogyan|,|ahogyan|
False,|gyakorlati|,|None|,|gyakorlatilag|,|gyakorlatilag|,|gyakorlatilag|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|le|,|None|,|le|,|le|,|le|
False,|ön|,|None|,|ön|,|Önök|,|Önök|
False,|15.50|,|None|,|15.50|,|15.50|,|15.50|
False,|ez|,|None|,|ez|,|Ez|,|Ez|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|mi|,|None|,|mi|,|miről|,|miről|
False,|le|,|None|,|le|,|le|,|le|
False,|van|,|None|,|van|,|volt|,|volt|
False,|ugyanez|,|None|,|ugyanez|,|Ugyanez|,|Ugyanez|
False,|van|,|None|,|van|,|volt|,|volt|
False,|gyakorlati|,|None|,|gyakorlatilag|,|gyakorlatilag|,|gyakorlatilag|
False,|míg|,|None|,|míg|,|míg|,|míg|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|CSÁRDI|,|None|,|CSÁRDI|,|CSÁRDI|,|CSÁRDI|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Csárdi|,|None|,|Csárdi|,|Csárdi|,|Csárdi|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|be|,|None|,|be|,|be|,|be|
False,|is|,|None|,|is|,|is|,|is|
False,|Miniszter|,|None|,|miniszter|,|Miniszter|,|Miniszter|
False,|is|,|None|,|is|,|is|,|is|
False,|fel|,|None|,|fel|,|fel|,|fel|
False,|hazánk|,|None|,|haza|,|hazánkra|,|hazánkra|
False,|is|,|None|,|is|,|is|,|is|
False,|több|,|None|,|sok|,|több|,|több|
False,|igazolt|,|None|,|igazolt|,|igazoltnak|,|igazoltnak|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|ahonnan|,|None|,|ahonnan|,|ahonnan|,|ahonnan|
False,|több|,|None|,|sok|,|több|,|több|
False,|be|,|None|,|be|,|be|,|be|
False,|jól|,|None|,|jó|,|jól|,|jól|
False,|minden|,|None|,|minden|,|Minden|,|Minden|
False,|ugyanez|,|None|,|ugyanez|,|Ugyanezt|,|Ugyanezt|
False,|az|,|None|,|az|,|azoknak|,|azoknak|
False,|no-go|,|None|,|no-go|,|no-go|,|no-go|
False,|is|,|None|,|is|,|is|,|is|
False,|több|,|None|,|sok|,|több|,|több|
False,|be|,|None|,|be|,|be|,|be|
False,|le|,|None|,|le|,|le|,|le|
False,|vajon|,|None|,|vajon|,|Vajon|,|Vajon|
False,|ahogy|,|None|,|ahogy|,|ahogy|,|ahogy|
False,|eddig|,|None|,|eddig|,|eddig|,|eddig|
False,|is|,|None|,|is|,|is|,|is|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|ezután|,|None|,|ezután|,|ezután|,|ezután|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|DR.|,|None|,|dr.|,|DR.|,|DR.|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|is|,|None|,|is|,|is|,|is|
False,|általa|,|None|,|által|,|általa|,|általa|
False,|is|,|None|,|is|,|is|,|is|
False,|fog|,|None|,|fog|,|fog|,|fog|
False,|ez|,|None|,|ez|,|ez|,|ez|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|ez|,|None|,|ez|,|ebből|,|ebből|
False,|miközben|,|None|,|miközben|,|miközben|,|miközben|
False,|bezárólag|,|None|,|bezárólag|,|bezárólag|,|bezárólag|
False,|több|,|None|,|sok|,|több|,|több|
False,|dupla|,|None|,|dupla|,|duplájára|,|duplájára|
False,|mindez|,|None|,|mindez|,|Mindez|,|Mindez|
False,|is|,|None|,|is|,|is|,|is|
False,|ahogyan|,|None|,|ahogyan|,|ahogyan|,|ahogyan|
False,|is|,|None|,|is|,|is|,|is|
False,|több|,|None|,|sok|,|több|,|több|
False,|kétszáz|,|None|,|kétszáz|,|kétszázszor|,|kétszázszor|
False,|is|,|None|,|is|,|is|,|is|
False,|van|,|None|,|van|,|volt|,|volt|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|első|,|None|,|egy|,|elsőként|,|elsőként|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unióban|,|Unióban|
False,|fel|,|None|,|fel|,|fel|,|fel|
False,|is|,|None|,|is|,|is|,|is|
False,|habár|,|None|,|habár|,|habár|,|habár|
False,|akkoriban|,|None|,|akkoriban|,|akkoriban|,|akkoriban|
False,|is|,|None|,|is|,|is|,|is|
False,|saját|,|None|,|saját|,|saját|,|saját|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|több|,|None|,|sok|,|több|,|több|
False,|is|,|None|,|is|,|is|,|is|
False,|ez|,|None|,|ez|,|ez|,|ez|
False,|nemcsak|,|None|,|nemcsak|,|nemcsak|,|nemcsak|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|mégis|,|None|,|mégis|,|Mégis|,|Mégis|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|le|,|None|,|le|,|le|,|le|
False,|többi|,|None|,|többi|,|többi|,|többi|
False,|ki|,|None|,|ki|,|ki|,|ki|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|ez|,|None|,|ez|,|ezt|,|ezt|
False,|több|,|None|,|sok|,|több|,|több|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Bizottság|,|None|,|bizottság|,|Bizottságtól|,|Bizottságtól|
False,|miközben|,|None|,|miközben|,|miközben|,|miközben|
False,|ellene|,|None|,|ellen|,|ellenünk|,|ellenünk|
False,|afelől|,|None|,|afelől|,|afelől|,|afelől|
False,|fog|,|None|,|fog|,|fogja|,|fogja|
False,|ez|,|None|,|ez|,|ezt|,|ezt|
False,|mindenféle|,|None|,|mindenféle|,|mindenféle|,|mindenféle|
False,|bármiféle|,|None|,|bármiféle|,|bármiféle|,|bármiféle|
False,|is|,|None|,|is|,|is|,|is|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|elfogadjae|,|None|,|elfogadjae|,|elfogadjae|,|elfogadjae|
False,|egyrészt|,|None|,|egyrészt|,|egyrészt|,|egyrészt|
False,|ahogy|,|None|,|ahogy|,|ahogy|,|ahogy|
False,|ez|,|None|,|ez|,|Ebben|,|Ebben|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|is|,|None|,|is|,|is|,|is|
False,|jól|,|None|,|jó|,|jól|,|jól|
False,|ahogy|,|None|,|ahogy|,|ahogy|,|ahogy|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Kereszténydemokrata|,|None|,|kereszténydemokrata|,|Kereszténydemokrata|,|Kereszténydemokrata|
False,|Néppárt|,|None|,|néppárt|,|Néppárt|,|Néppárt|
False,|be|,|None|,|be|,|be|,|be|
False,|miként|,|None|,|miként|,|Miként|,|Miként|
False,|16.00|,|None|,|16.00|,|16.00|,|16.00|
False,|DR.|,|None|,|dr.|,|DR.|,|DR.|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|amikor|,|None|,|amikor|,|Amikor|,|Amikor|
False,|Fidesz-KDNP-kormány|,|None|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|mindannyi|,|None|,|mindannyi|,|mindannyian|,|mindannyian|
False,|az|,|None|,|az|,|azokra|,|azokra|
False,|azóta|,|None|,|azóta|,|Azóta|,|Azóta|
False,|Fidesz-KDNP-kormány|,|None|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
False,|itt|,|None|,|itt|,|itt|,|itt|
False,|néhány|,|None|,|néhány|,|néhányra|,|néhányra|
False,|mindannyi|,|None|,|mindannyi|,|mindannyian|,|mindannyian|
False,|több|,|None|,|sok|,|többek|,|többek|
False,|be|,|None|,|be|,|be|,|be|
False,|fog|,|None|,|fog|,|fog|,|fog|
False,|sok|,|None|,|sok|,|sok|,|sok|
False,|mindez|,|None|,|mindez|,|mindez|,|mindez|
False,|is|,|None|,|is|,|is|,|is|
False,|hogyan|,|None|,|hogyan|,|hogyan|,|hogyan|
False,|az|,|None|,|az|,|azt|,|azt|
False,|is|,|None|,|is|,|is|,|is|
False,|Kereszténydemokrata|,|None|,|kereszténydemokrata|,|Kereszténydemokrata|,|Kereszténydemokrata|
False,|Néppárt|,|None|,|néppárt|,|Néppárt|,|Néppárt|
False,|mégis|,|None|,|mégis|,|mégis|,|mégis|
False,|hogyan|,|None|,|hogyan|,|hogyan|,|hogyan|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|minden|,|None|,|minden|,|minden|,|minden|
False,|ezért|,|None|,|ezért|,|Ezért|,|Ezért|
False,|is|,|None|,|is|,|is|,|is|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Dr.|,|None|,|dr.|,|Dr.|,|Dr.|
False,|Vinnai|,|None|,|Vinnai|,|Vinnai|,|Vinnai|
False,|fel|,|None|,|fel|,|fel|,|fel.|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Frakcióvezető|,|None|,|frakcióvezető|,|Frakcióvezető|,|Frakcióvezető|
False,|Úr|,|None|,|úr|,|Úr|,|Úr|
False,|ahogy|,|None|,|ahogy|,|Ahogy|,|Ahogy|
False,|Alaptörvényünk|,|None|,|alaptörvény|,|Alaptörvényünkben|,|Alaptörvényünkben|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|Hiszékeny|,|None|,|hiszékeny|,|Hiszékeny|,|Hiszékeny|
False,|fel|,|None|,|fel|,|fel|,|fel.|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Frakcióvezető|,|None|,|frakcióvezető|,|Frakcióvezető|,|Frakcióvezető|
False,|Úr|,|None|,|úr|,|Úr|,|Úr|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|ahogy|,|None|,|ahogy|,|Ahogy|,|Ahogy|
False,|is|,|None|,|is|,|is|,|is|
False,|ez|,|None|,|ez|,|ezekből|,|ezekből|
False,|ezért|,|None|,|ezért|,|Ezért|,|Ezért|
False,|több|,|None|,|többet|,|többet|,|többet|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|több|,|None|,|sok|,|több|,|több|
False,|is|,|None|,|is|,|is|,|is|
False,|lesz|,|None|,|lesz|,|lesz|,|lesz|
False,|jól|,|None|,|jobban|,|legjobban|,|legjobban|
False,|jól|,|None|,|jobban|,|legjobban|,|legjobban|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unióban|,|Unióban|
False,|több|,|None|,|sok|,|több|,|több|
False,|több|,|None|,|sok|,|több|,|több|
False,|több|,|None|,|sok|,|többen|,|többen|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|ahol|,|None|,|ahol|,|ahol|,|ahol|
False,|is|,|None|,|is|,|is|,|is|
False,|azért|,|None|,|azért|,|Azért|,|Azért|
False,|is|,|None|,|is|,|is|,|is|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|elfogadjae|,|None|,|elfogadjae|,|elfogadjae|,|elfogadjae|
False,|DR.|,|None|,|dr.|,|DR.|,|DR.|
False,|van|,|None|,|van|,|volt|,|volt|
False,|is|,|None|,|is|,|is|,|is|
False,|számára|,|None|,|számunkra|,|Számunkra|,|Számunkra|
False,|Fidesz-KDNP-kormány|,|None|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormányra|,|Fidesz-KDNP-kormányra|
False,|minden|,|None|,|minden|,|minden|,|minden|
False,|ilyen|,|None|,|ilyen|,|ilyen|,|ilyen|
False,|is|,|None|,|is|,|is|,|is|
False,|egyrészt|,|None|,|egyrészt|,|egyrészt|,|egyrészt|
False,|Rezsivédelmi|,|None|,|rezsivédelmi|,|Rezsivédelmi|,|Rezsivédelmi|
False,|másrészt|,|None|,|másrészt|,|másrészt|,|másrészt|
False,|Honvédelmi|,|None|,|honvédelmi|,|Honvédelmi|,|Honvédelmi|
False,|ugyanakkor|,|None|,|ugyanakkor|,|ugyanakkor|,|ugyanakkor|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Vadai|,|None|,|Vadai|,|Vadai|,|Vadai|
False,|hogyan|,|None|,|hogyan|,|Hogyan|,|Hogyan|
False,|ez|,|None|,|ez|,|ezt|,|ezt|
False,|fel|,|None|,|fel|,|fel|,|fel|
False,|elfogadjae|,|None|,|elfogadjae|,|elfogadjae|,|elfogadjae|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|meddig|,|None|,|meddig|,|Meddig|,|Meddig|
False,|Miniszterelnök|,|None|,|miniszterelnök|,|Miniszterelnök|,|Miniszterelnök|
False,|Úr|,|None|,|úr|,|Úr|,|Úr|
False,|fel|,|None|,|fel|,|fel|,|fel|
False,|elfogadjáke|,|None|,|elfogadjáke|,|elfogadjáke|,|elfogadjáke|
False,|közt|,|None|,|közt|,|köztük|,|köztük|
False,|akkor|,|None|,|akkor|,|Akkor|,|Akkor|
False,|16.10|,|None|,|16.10|,|16.10|,|16.10|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Z.|,|None|,|z|,|Z.|,|Z.|
False,|Kárpát|,|None|,|Kárpát|,|Kárpát|,|Kárpát|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|Miniszterelnök|,|None|,|miniszterelnök|,|Miniszterelnök|,|Miniszterelnök|
False,|fel|,|None|,|fel|,|fel|,|fel|
False,|Z.|,|None|,|z|,|Z.|,|Z.|
False,|Kárpát|,|None|,|Kárpát|,|Kárpát|,|Kárpát|
False,|elfogadjáke|,|None|,|elfogadjáke|,|elfogadjáke|,|elfogadjáke|
False,|jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|Moraj|,|None|,|moraj|,|Moraj|,|Moraj|
False,|Rétvári|,|None|,|rétvári|,|Rétvári|,|Rétvári|
False,|itt|,|None|,|itt|,|itt|,|itt|
False,|közt|,|None|,|közt|,|köztük|,|köztük|
False,|hol|,|None|,|hol|,|hol|,|hol|
False,|há|,|None|,|há|,|Há|,|Há|
False,|mé|,|None|,|mé|,|mé|,|mé|
False,|itt|,|None|,|itt|,|itt|,|itt|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Koloman|,|None|,|Koloman|,|Koloman|,|Koloman|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|Miniszter|,|None|,|miniszter|,|Miniszter|,|Miniszter|
False,|Navracsics|,|None|,|Navracsics|,|Navracsics|,|Navracsics|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|öné|,|None|,|ön|,|öné|,|öné|
False,|Koloman|,|None|,|Koloman|,|Koloman|,|Koloman|
False,|DR.|,|None|,|dr.|,|DR.|,|DR.|
False,|KOLOMAN|,|None|,|KOLOMAN|,|KOLOMAN|,|KOLOMAN|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Miniszter|,|None|,|miniszter|,|Miniszter|,|Miniszter|
False,|Úr|,|None|,|úr|,|Úr|,|Úr|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|semmilyen|,|None|,|semmilyen|,|semmilyen|,|semmilyen|
False,|közötte|,|None|,|között|,|közöttünk|,|közöttünk|
False,|ön|,|None|,|ön|,|öntől|,|öntől|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unióval|,|Unióval|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|Rétvári|,|None|,|rétvári|,|Rétvári|,|Rétvári|
False,|álláspont|,|None|,|álláspont|,|Álláspont|,|Álláspont|
False,|hamar|,|None|,|hamar|,|hamarabb|,|hamarabb|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|itt|,|None|,|itt|,|Itt|,|Itt|
False,|is|,|None|,|is|,|is|,|is|
False,|több|,|None|,|sok|,|többek|,|többek|
False,|ezúttal|,|None|,|ezúttal|,|ezúttal|,|ezúttal|
False,|túlhatalom|,|None|,|túlhatalom|,|túlhatalom|,|túlhatalom|
False,|lesz|,|None|,|lesz|,|lesz|,|lesz|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|jól|,|None|,|jó|,|jól|,|jól|
False,|értjüke|,|None|,|értjüke|,|értjüke|,|értjüke|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Ügyészség|,|None|,|ügyészség|,|Ügyészségbe|,|Ügyészségbe|
False,|jól|,|None|,|jó|,|Jól|,|Jól|
False,|értjüke|,|None|,|értjüke|,|értjüke|,|értjüke|
False,|Médiatanács|,|None|,|médiatanács|,|Médiatanácsba|,|Médiatanácsba|
False,|is|,|None|,|is|,|is|,|is|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|is|,|None|,|is|,|is|,|is|
False,|mindig|,|None|,|mindig|,|mindig|,|mindig|
False,|hajlandóake|,|None|,|hajlandóak|,|hajlandóake|,|hajlandóake|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|más|,|None|,|más|,|más|,|más|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|egyik|,|None|,|egyik|,|egyik|,|egyik|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Navracsics|,|None|,|Navracsics|,|Navracsics|,|Navracsics|
False,|DR.|,|None|,|dr.|,|DR.|,|DR.|
